id,song_name,artist,genre,album,year,popularity,cover_image,spotify_url,mood,language,region,region_group,youtube_url,source,lyrics,history,song_key,artist_key,feature_text
49,"Taras - From ""Munjya""","Sachin-Jigar, Jasmine Sandlas, Amitabh Bhattacharya",bollywood,"Taras (From ""Munjya"")",2024.0,69.0,https://i.scdn.co/image/ab67616d0000b2732ddf2619ed72a5996f3bbc82,https://open.spotify.com/track/6t9KM2EQD4H2KbrTgHGYf3,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,taras from munjya,sachinjigar jasmine sandlas amitabh bhattacharya,"song Taras - From ""Munjya"" artist Sachin-Jigar, Jasmine Sandlas, Amitabh Bhattacharya genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
50,Tere Sang Yaara,"Atif Aslam, Manoj Muntashir",bollywood,Rustom (Original Motion Picture Soundtrack),2016.0,69.0,https://i.scdn.co/image/ab67616d0000b2733a2753349e18d67b45e5b24d,https://open.spotify.com/track/72CkpVdvmc8t28o8I9N32J,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,tere sang yaara,atif aslam manoj muntashir,"song Tere Sang Yaara artist Atif Aslam, Manoj Muntashir genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
51,Hasi - Male Version,"Ami Mishra, Kunaal Vermaa",bollywood,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),2015.0,69.0,https://i.scdn.co/image/ab67616d0000b273b0f9ceb59927ab76fe6269be,https://open.spotify.com/track/32765xcLM1fd6wQIpkN9A0,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,hasi male version,ami mishra kunaal vermaa,"song Hasi - Male Version artist Ami Mishra, Kunaal Vermaa genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
52,"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy",bollywood,"Ranjha (From ""Shershaah"")",2021.0,69.0,https://i.scdn.co/image/ab67616d0000b27309426d9ae9d8d981735ebc5e,https://open.spotify.com/track/72zHuDxFQTjbL51qJQSA7j,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,ranjha from shershaah,jasleen royal b praak romy,"song Ranjha (From ""Shershaah"") artist Jasleen Royal, B Praak, Romy genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
53,Shayad,"Pritam, Arijit Singh",bollywood,Love Aaj Kal (Original Motion Picture Soundtrack),2020.0,69.0,https://i.scdn.co/image/ab67616d0000b273095191f6b96fd9eff585befc,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,shayad,pritam arijit singh,"song Shayad artist Pritam, Arijit Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
54,"Aayi Nai (From ""Stree 2"")","Sachin-Jigar, Pawan Singh, Simran Choudhary, Divya Kumar, Amitabh Bhattacharya",bollywood,"Aayi Nai (From ""Stree 2"")",2024.0,68.0,https://i.scdn.co/image/ab67616d0000b273c617a7ebd0cfe5bdbb26d262,https://open.spotify.com/track/1mQUEvGR7Sbt2OCz2gFrdx,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,aayi nai from stree 2,sachinjigar pawan singh simran choudhary divya kumar amitabh bhattacharya,"song Aayi Nai (From ""Stree 2"") artist Sachin-Jigar, Pawan Singh, Simran Choudhary, Divya Kumar, Amitabh Bhattacharya genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
55,Zara Sa,"Pritam, KK",bollywood,Jannat (Original Motion Picture Soundtrack),2008.0,68.0,https://i.scdn.co/image/ab67616d0000b273727d531901c07a499498c544,https://open.spotify.com/track/18YHbIhrleUkKKj2DvEp79,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,zara sa,pritam kk,"song Zara Sa artist Pritam, KK genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
56,Mann Mera,Gajendra Verma,bollywood,Table No. 21 (Original Motion Picture Soundtrack),2012.0,69.0,https://i.scdn.co/image/ab67616d0000b273f628e4136d9d0e2d8dff4fee,https://open.spotify.com/track/3yV2c3cYhkAwSsxAq6nRiv,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,mann mera,gajendra verma,song Mann Mera artist Gajendra Verma genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
57,God Damn,"Badshah, Karan Aujla, Hiten",bollywood,Ek Tha Raja,2024.0,69.0,https://i.scdn.co/image/ab67616d0000b2739bb2d30b01ac2cada8a8ad03,https://open.spotify.com/track/209QxKVJzh2FLUmZHpYs4m,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,god damn,badshah karan aujla hiten,"song God Damn artist Badshah, Karan Aujla, Hiten genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
58,Pee Loon,"Pritam, Mohit Chauhan, Irshad Kamil",bollywood,Once Upon A Time In Mumbaai,2010.0,69.0,https://i.scdn.co/image/ab67616d0000b273df934f4de5f8dd46f8d75f5f,https://open.spotify.com/track/52itZ0w0CydihB2JCZEIft,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,pee loon,pritam mohit chauhan irshad kamil,"song Pee Loon artist Pritam, Mohit Chauhan, Irshad Kamil genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
59,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra, Manoj Muntashir",bollywood,"Kaise Hua (From ""Kabir Singh"")",2019.0,68.0,https://i.scdn.co/image/ab67616d0000b273ce1f4349305971b5beb75fcd,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,kaise hua from kabir singh,vishal mishra manoj muntashir,"song Kaise Hua (From ""Kabir Singh"") artist Vishal Mishra, Manoj Muntashir genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
60,Malang Sajna,"Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara",bollywood,Malang Sajna,2022.0,68.0,https://i.scdn.co/image/ab67616d0000b273e4be675de3a03b2ad2552c6d,https://open.spotify.com/track/73K33p4Vyz9koXGqmL5eFs,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,malang sajna,sachet tandon parampara tandon kumaar sachetparampara,"song Malang Sajna artist Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
61,Tere Pyaar Mein,"Pritam, Arijit Singh, Amitabh Bhattacharya, Nikhita Gandhi",bollywood,"Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",2023.0,68.0,https://i.scdn.co/image/ab67616d0000b273fdd4cc7defb987b4c3aa2d9e,https://open.spotify.com/track/2ZD4aIEepqZsdxPxLSuUhm,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,tere pyaar mein,pritam arijit singh amitabh bhattacharya nikhita gandhi,"song Tere Pyaar Mein artist Pritam, Arijit Singh, Amitabh Bhattacharya, Nikhita Gandhi genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
62,Blue Eyes,Yo Yo Honey Singh,bollywood,Blue Eyes,2013.0,69.0,https://i.scdn.co/image/ab67616d0000b27346a4f62d210c2cb02158eac7,https://open.spotify.com/track/7wW9scVNLYFLsmBb1yAUmS,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,blue eyes,yo yo honey singh,song Blue Eyes artist Yo Yo Honey Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
63,Teri Deewani,"Kailash Kher, Paresh Kamath, Naresh Kamath",bollywood,Kailasa,2006.0,68.0,https://i.scdn.co/image/ab67616d0000b273a853b902decce7830d171841,https://open.spotify.com/track/2iNqdCchlUZEgjJbQyZf8T,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,teri deewani,kailash kher paresh kamath naresh kamath,"song Teri Deewani artist Kailash Kher, Paresh Kamath, Naresh Kamath genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
64,O Rangrez,"Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali",bollywood,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),2013.0,68.0,https://i.scdn.co/image/ab67616d0000b273fd2df008046f04c32d9c0c2e,https://open.spotify.com/track/5JCDVLwteSXuwVqjCa7SwH,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,o rangrez,shankarehsaanloy shreya ghoshal javed bashir yusuf mohammed vajid ali,"song O Rangrez artist Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
65,Love Dose,Yo Yo Honey Singh,bollywood,Desi Kalakaar,2014.0,68.0,https://i.scdn.co/image/ab67616d0000b27365ce8c712e4fb894bc88461b,https://open.spotify.com/track/1QZRCi2Z1DQQaR6bGAzhtN,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,love dose,yo yo honey singh,song Love Dose artist Yo Yo Honey Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
66,Zihaal e Miskin,"Javed-Mohsin, Vishal Mishra, Shreya Ghoshal",bollywood,Zihaal e Miskin,2023.0,68.0,https://i.scdn.co/image/ab67616d0000b27373b0435dbfea11043c2909b8,https://open.spotify.com/track/51DEaelXeJJ6cFFYbX8Hal,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,zihaal e miskin,javedmohsin vishal mishra shreya ghoshal,"song Zihaal e Miskin artist Javed-Mohsin, Vishal Mishra, Shreya Ghoshal genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
67,Manjha,Vishal Mishra,bollywood,Manjha,2020.0,68.0,https://i.scdn.co/image/ab67616d0000b273dea88e870d30a4da51065bf5,https://open.spotify.com/track/0UZLaEOSIc5kg0cc7eszqC,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,manjha,vishal mishra,song Manjha artist Vishal Mishra genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
68,Pehla Pyaar,"Vishal Mishra, Armaan Malik",bollywood,Kabir Singh,2019.0,68.0,https://i.scdn.co/image/ab67616d0000b273c5545f737b16ad5ee767b62a,https://open.spotify.com/track/0ojpEubhy4JNeVftmVuiN7,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,pehla pyaar,vishal mishra armaan malik,"song Pehla Pyaar artist Vishal Mishra, Armaan Malik genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
69,Saiyyan,"Kailash Kher, Paresh Kamath, Naresh Kamath",bollywood,Jhoomo Re,2011.0,68.0,https://i.scdn.co/image/ab67616d0000b273cd3f6c3c2f2aa9b76fe635b1,https://open.spotify.com/track/2vR23BjIzpLMtzsyKrM6Mb,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,saiyyan,kailash kher paresh kamath naresh kamath,"song Saiyyan artist Kailash Kher, Paresh Kamath, Naresh Kamath genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
70,Sunn Raha Hai (Male Version),Ankit Tiwari,bollywood,Aashiqui 2,2013.0,68.0,https://i.scdn.co/image/ab67616d0000b2736404721c1943d5069f0805f3,https://open.spotify.com/track/5PvwPy5eRO8BPwpRzCHK3D,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,sunn raha hai male version,ankit tiwari,song Sunn Raha Hai (Male Version) artist Ankit Tiwari genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
71,Raabta,"Pritam, Arijit Singh",bollywood,Agent Vinod,2012.0,68.0,https://i.scdn.co/image/ab67616d0000b273e810a88d506b30bdc0935247,https://open.spotify.com/track/6FjbAnaPRPwiP3sciEYctO,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,raabta,pritam arijit singh,"song Raabta artist Pritam, Arijit Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
72,Asal Mein,Darshan Raval,bollywood,Asal Mein,2020.0,68.0,https://i.scdn.co/image/ab67616d0000b2736597f07e711333210fa77b1c,https://open.spotify.com/track/0rMeOAvbQZ2RTG4B6L1M4p,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,asal mein,darshan raval,song Asal Mein artist Darshan Raval genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
73,Humnava Mere,"Jubin Nautiyal, Rocky - Shiv",bollywood,Humnava Mere,2018.0,69.0,https://i.scdn.co/image/ab67616d0000b273c1cd18ce264a99c525dd88f5,https://open.spotify.com/track/0loZn1c5heXie7OAtvK6nH,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,humnava mere,jubin nautiyal rocky shiv,"song Humnava Mere artist Jubin Nautiyal, Rocky - Shiv genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
74,Mitwa,"Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali",bollywood,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),2006.0,68.0,https://i.scdn.co/image/ab67616d0000b273afbf50bfb7b032b69deabade,https://open.spotify.com/track/4BTPzhEsyW3blWcxcuhLM0,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,mitwa,shankarehsaanloy shankar mahadevan caralisa monteiro shafqat amanat ali,"song Mitwa artist Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
75,"Jaanam (From ""Bad Newz"")",Vishal Mishra,bollywood,"Jaanam (From ""Bad Newz"")",2024.0,67.0,https://i.scdn.co/image/ab67616d0000b273878a51d67dfc797dea4e92a4,https://open.spotify.com/track/7bzR0C8NhnBA79iTXUCJ7o,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,jaanam from bad newz,vishal mishra,"song Jaanam (From ""Bad Newz"") artist Vishal Mishra genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
76,Hawayein,"Pritam, Arijit Singh",bollywood,Jab Harry Met Sejal (Original Motion Picture Soundtrack),2017.0,68.0,https://i.scdn.co/image/ab67616d0000b273a08a13555e245f7f11aba13f,https://open.spotify.com/track/0l6g8Z8mqGbGXFOjigYetD,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,hawayein,pritam arijit singh,"song Hawayein artist Pritam, Arijit Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
77,"Dil Se Dil Tak (From ""Bawaal"")","Akashdeep Sengupta, Laqshay Kapoor, Kausar Munir, Suvarna Tiwari",bollywood,"Dil Se Dil Tak (From ""Bawaal"")",2023.0,67.0,https://i.scdn.co/image/ab67616d0000b273bdbfa224f9c1f5c657c4250e,https://open.spotify.com/track/1kTEGyqUJFgstwdgJFLqz1,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,dil se dil tak from bawaal,akashdeep sengupta laqshay kapoor kausar munir suvarna tiwari,"song Dil Se Dil Tak (From ""Bawaal"") artist Akashdeep Sengupta, Laqshay Kapoor, Kausar Munir, Suvarna Tiwari genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
78,Mehrama,"Pritam, Darshan Raval, Antara Mitra",bollywood,Love Aaj Kal (Original Motion Picture Soundtrack),2020.0,67.0,https://i.scdn.co/image/ab67616d0000b273095191f6b96fd9eff585befc,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,mehrama,pritam darshan raval antara mitra,"song Mehrama artist Pritam, Darshan Raval, Antara Mitra genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
79,Dil Diyan Gallan,Atif Aslam,bollywood,YRF Top 10 - Falling in Love,2021.0,68.0,https://i.scdn.co/image/ab67616d0000b273f7991610fad937fd9f29f55d,https://open.spotify.com/track/0FBQ4NrrHUbR9kus7rzrOj,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,dil diyan gallan,atif aslam,song Dil Diyan Gallan artist Atif Aslam genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history 
80,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Shreya Ghoshal, Devi Sri Prasad, Chandra Bose",bollywood,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",2024.0,67.0,https://i.scdn.co/image/ab67616d0000b273bde2708d57b1fbb64ca2a233,https://open.spotify.com/track/2gKNWPBrI2IRBl2RRUtoEb,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,sooseki from pushpa 2 the rule telugu,shreya ghoshal devi sri prasad chandra bose,"song Sooseki (From ""Pushpa 2 The Rule"") [TELUGU] artist Shreya Ghoshal, Devi Sri Prasad, Chandra Bose genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
81,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""","Mansheel Gujral, Akhil Sachdeva",bollywood,"Channa Ve (From ""Bhoot - Part One: The Haunted Ship"" / Original Motion Picture Soundtrack)",2020.0,67.0,https://i.scdn.co/image/ab67616d0000b273d3c06cabe1f80f26d369c5ba,https://open.spotify.com/track/2Z6HgNji9cNlFLNORw6wDQ,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,channa ve from bhoot part one the haunted ship,mansheel gujral akhil sachdeva,"song Channa Ve - From ""Bhoot - Part One: The Haunted Ship"" artist Mansheel Gujral, Akhil Sachdeva genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
82,Tera Hone Laga Hoon,"Atif Aslam, Alisha Chinai, Pritam",bollywood,Best of Romance: Atif Aslam & Pritam,2023.0,68.0,https://i.scdn.co/image/ab67616d0000b273a1c00de3e08bfde2c646c7a3,https://open.spotify.com/track/48Ix6ReYdJf2H4mKb3TIpj,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,tera hone laga hoon,atif aslam alisha chinai pritam,"song Tera Hone Laga Hoon artist Atif Aslam, Alisha Chinai, Pritam genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
83,Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",bollywood,Tamasha,2015.0,67.0,https://i.scdn.co/image/ab67616d0000b273da50894e074ecd5ce61de0a1,https://open.spotify.com/track/3hkC9EHFZNQPXrtl8WPHnX,,Hindi,North India / Hindi Belt,North India / Hindi Belt,,spotify_india,,,agar tum saath ho,alka yagnik arijit singh,"song Agar Tum Saath Ho artist Alka Yagnik, Arijit Singh genre bollywood language Hindi region North India / Hindi Belt region_group North India / Hindi Belt lyrics  history "
